,test case name,nbr logs,nbr char in log,debug,info,error,warn,tbl mini,tbl maxi,tbl avg,tbl first and last,NOC mini,NOC maxi,NOC,NOC avg,nbr negattion
192,Test_141,3449,305.2226732386199,3086,298,36,29,8.0008,54.57966666666667,10.727377238536896,187.852,1,246,3449,10.144117647058824,331
193,Test_58,3420,306.88362573099414,3101,279,12,28,8.000466666666666,55.54866666666667,10.76000689774876,146.252,1,246,3420,9.94186046511628,294
194,Test_138,9700,363.1578350515464,8290,1247,59,104,3.3332777777777776,81.13772222222221,7.677839756491248,829.064,1,550,9700,12.516129032258064,1018
195,Test_79,9437,362.9251880894352,8050,1218,67,102,3.333277777777778,80.24916666666667,7.432581463439273,740.169,1,508,9437,12.319843342036554,976
196,Test_34,22566,249.07196667552955,20894,1359,0,313,3.3337222222222223,100.12805555555556,8.009297065036924,793.969,1,2214,22566,28.102117061021172,1068
197,Test_44,3144,302.69942748091603,2860,262,0,22,8.002600000000001,54.677,10.909183376474525,124.348,1,246,3144,9.825,271
198,Test_106,10911,353.7953441481074,9584,1217,0,110,3.529176470588235,96.86252941176471,8.364233474811257,895.746,1,537,10911,14.18855656697009,998
199,Test_60,10981,346.8910846006739,9583,1271,17,110,3.3340555555555556,91.5915,7.617575533178928,847.851,1,520,10981,14.11439588688946,990
200,Test_73,6201,363.0278987260119,5288,821,22,70,3.3335555555555554,56.24311111111112,6.627886748407152,433.132,1,359,6201,9.811708860759493,683
201,Test_15,4748,366.2554759898905,4150,557,0,41,3.529941176470588,51.18505882352941,6.96749239207334,428.544,1,288,4748,11.358851674641148,554
202,Test_214,4805,363.46409989594173,4165,570,24,46,3.529411764705882,45.21082352941176,6.204960729651019,234.683,1,248,4805,8.371080139372822,506
203,Test_71,11079,333.66034840689593,9668,1236,59,116,3.336333333333333,79.93055555555554,7.282894978412732,701.419,1,524,11079,14.332470892626132,994
204,Test_142,5800,335.75586206896554,5107,615,14,64,3.53,51.03676470588235,6.4353739670350265,362.046,1,288,5800,10.564663023679417,574
205,Test_74,2708,349.1820531757755,2370,275,42,21,8.001333333333333,55.28686666666667,11.157499497412974,182.56,1,135,2708,8.05952380952381,291
206,Test_12,3526,305.25496313102667,3160,299,38,29,7.9986,57.208533333333335,10.725120437837152,166.961,1,246,3526,10.045584045584045,326
207,Test_4,9660,358.1284679089027,8204,1263,90,103,3.333388888888889,85.14872222222222,7.667013455916017,735.135,1,534,9660,13.26923076923077,1015
208,Test_111,3398,307.2086521483225,3078,293,0,27,8.0002,55.50966666666667,10.785016863130027,171.688,1,246,3398,10.113095238095237,317
209,Test_180,4586,368.5372873964239,3982,562,0,42,3.5340000000000007,46.65429411764706,6.647516116362332,335.228,1,272,4586,10.61574074074074,528
210,Test_87,4516,361.2429140832595,3912,552,12,40,3.5310000000000006,50.35941176470588,6.7932768904907075,353.835,1,281,4516,10.60093896713615,547
211,Test_64,3549,306.6260918568611,3183,298,38,30,7.9992,57.62340000000001,10.879760752740813,184.443,1,246,3549,10.14,325
212,Test_144,544,354.0202205882353,461,74,0,9,0.5337692307692308,15.10746153846154,3.9942389141392924,0.377,1,47,544,6.554216867469879,105
213,Test_30,5743,335.28034128504265,5023,621,44,55,3.5324705882352943,49.29323529411765,6.390833662814293,355.187,1,293,5743,11.216796875,576
214,Test_38,5489,336.8229185644015,4841,590,8,50,3.529764705882353,46.992000000000004,6.407944142217041,335.798,1,293,5489,11.753747323340471,566
215,Test_40,6400,314.44296875,5713,597,28,62,3.5313529411764706,47.84788235294118,6.345663121399816,299.015,1,492,6400,12.573673870333987,540
216,Test_195,5317,335.20537897310516,4688,558,22,49,3.5299411764705884,47.38976470588235,6.245786768141633,300.96,1,271,5317,11.241014799154334,528
217,Test_11,1296,235.99074074074073,1210,70,0,16,0.2420769230769231,14.613692307692306,3.316699773823621,13.635,1,246,1296,12.461538461538462,100
218,Test_77,4629,363.901490602722,4018,563,0,48,3.530705882352941,50.68670588235293,6.693955766252649,364.723,1,290,4629,10.943262411347519,572
219,Test_112,4462,366.4240251008516,3866,556,0,40,3.5305294117647064,47.08558823529411,6.430444697321369,287.767,1,263,4462,10.164009111617313,510
220,Test_48,11185,335.1387572641931,9747,1259,61,118,3.3337777777777777,84.41555555555554,7.553330636440044,793.539,1,528,11185,14.450904392764858,993
221,Test_151,9817,363.9872669858409,8400,1254,59,104,3.333277777777778,88.31805555555556,7.815678466005234,841.972,1,558,9817,12.66709677419355,1028
222,Test_132,4207,276.7444734965534,3836,297,38,36,7.999666666666667,52.79393333333334,10.684293061189065,186.056,1,492,4207,12.373529411764705,327
223,Test_191,6403,325.53974699359674,5317,612,407,67,3.5292941176470585,52.76541176470589,6.488106804525785,413.788,1,299,6403,10.513957307060755,570
224,Test_229,9662,362.6443800455392,8228,1254,79,101,3.3335555555555554,83.61438888888888,7.824792865562369,791.533,1,546,9662,12.35549872122762,1019
225,Test_7,3366,304.7742127153892,3035,272,30,29,8.000066666666667,56.561466666666654,10.877178723753037,146.574,1,246,3366,9.870967741935484,281
226,Test_18,4367,344.9803068468056,3660,524,140,43,7.059117647058824,52.752117647058824,10.04996401949618,250.284,1,217,4367,8.98559670781893,463
227,Test_67,4417,360.52094181571204,3826,532,24,35,3.5300588235294117,51.94811764705882,7.55207692981272,350.013,1,265,4417,10.224537037037036,525
228,Test_213,10538,346.8566141582843,9123,1254,55,106,3.333166666666666,82.55694444444445,7.236247392170695,763.089,1,526,10538,13.188986232790988,1011
229,Test_116,2540,349.5181102362205,2212,278,32,18,8.0014,56.865466666666656,11.112816126888509,171.324,1,127,2540,8.14102564102564,301
230,Test_182,4382,359.71656777727065,3772,540,30,40,3.529823529411765,48.46894117647059,6.56861037195028,307.738,1,258,4382,9.71618625277162,514
